age,annual_income,existing_loans,loan_amount,debt_to_income,late_payments_last_year,credit_history_years,employment_years,creditworthy
32,47872.81,2,27288.49,1.14,2,26,9,0
33,48618.57,1,19780.3,0.4068,0,0,34,1
43,52819.43,0,9309.57,0.0,0,15,24,1
45,45087.16,2,15936.99,0.7069,0,3,26,0
55,48975.84,1,16889.79,0.3449,0,5,31,1
61,44324.6,1,7486.76,0.1689,2,18,11,0
50,62231.0,1,11924.9,0.1916,0,1,3,1
37,66485.13,0,13353.86,0.0,0,17,25,1
40,27164.83,0,27844.96,0.0,1,9,2,0
45,41171.22,2,500.0,0.0243,2,27,16,0
42,45490.87,0,24646.55,0.0,1,27,8,1
33,40996.28,3,7505.64,0.5492,1,3,28,0
39,71893.84,2,4023.37,0.1119,0,28,0,1
56,48359.33,4,24439.54,2.0215,1,0,17,0
32,32919.42,1,20855.18,0.6335,0,14,19,0
61,53946.64,3,25036.15,1.3922,0,9,33,0
39,49064.62,0,21405.62,0.0,0,17,27,1
32,49562.89,2,31478.76,1.2702,0,15,34,0
29,72118.14,1,19469.79,0.27,0,12,15,1
27,50261.78,1,13748.18,0.2735,0,25,20,1
48,40445.08,0,17743.41,0.0,0,14,12,1
34,15670.85,1,24947.75,1.5919,1,1,34,0
51,42519.01,0,8765.0,0.0,0,19,31,1
39,64589.55,0,9784.89,0.0,2,3,5,0
36,43632.46,2,12528.32,0.5743,0,0,12,0
25,11399.25,0,500.0,0.0,1,6,12,0
55,37524.56,0,16104.63,0.0,2,22,11,0
32,59890.33,3,500.0,0.025,2,25,32,1
45,53187.26,2,15424.47,0.58,2,10,27,0
41,32401.79,1,21922.32,0.6766,1,25,2,0
56,36520.73,4,11184.99,1.225,1,9,17,0
43,38839.37,1,28416.93,0.7316,0,0,25,1
36,35059.29,1,3315.99,0.0946,1,10,1,0
59,14554.89,2,24530.09,3.3705,0,23,3,0
62,56453.87,2,20401.1,0.7227,0,9,27,0
59,63855.9,1,1271.73,0.0199,0,13,27,1
34,22223.27,1,36686.35,1.6507,0,13,24,0
51,63657.79,3,14490.04,0.6829,2,6,25,0
25,43454.65,3,7980.13,0.5509,1,22,1,0
55,63376.99,1,3743.3,0.0591,0,10,33,1
43,45569.26,1,13239.86,0.2905,0,21,29,1
49,47033.17,1,13980.75,0.2972,2,27,20,0
63,50586.52,2,15821.16,0.6255,0,3,22,0
31,33149.01,0,12617.63,0.0,0,26,32,1
38,62920.11,0,20065.8,0.0,1,23,1,1
32,28179.29,1,11898.96,0.4222,0,1,26,1
29,38969.0,1,500.0,0.0128,1,6,21,0
30,52863.97,0,13805.11,0.0,2,18,33,1
64,37362.07,2,500.0,0.0268,2,13,15,1
37,56662.97,2,17830.17,0.6293,0,18,19,0
58,65637.99,1,7165.6,0.1092,1,29,25,1
27,60188.19,1,16306.88,0.2709,0,6,15,1
33,15958.27,2,25512.6,3.1972,1,11,5,0
60,46887.7,2,7410.01,0.3161,2,2,22,0
62,60430.24,3,23490.05,1.1661,0,14,7,0
29,25248.77,3,11532.88,1.3703,2,4,5,0
47,55854.16,2,29025.56,1.0393,0,7,21,0
22,55011.91,0,12078.78,0.0,0,13,5,1
25,26818.65,2,8276.06,0.6172,2,28,31,0
49,57513.49,1,20497.91,0.3564,1,3,16,0
57,49090.47,1,11513.68,0.2345,2,6,16,0
58,54755.73,2,8268.4,0.302,1,6,22,1
39,30505.31,2,11177.28,0.7328,3,17,12,0
28,47252.04,2,14643.15,0.6198,0,13,31,0
21,19426.82,0,25737.44,0.0,1,7,21,0
42,10845.13,0,500.0,0.0,3,25,6,0
37,47112.43,0,15184.65,0.0,3,11,21,0
27,61508.96,2,19999.23,0.6503,0,9,20,0
45,48794.05,0,16547.59,0.0,0,13,5,1
24,44048.31,2,25478.92,1.1568,1,8,13,0
56,42186.99,2,14405.24,0.6829,1,5,15,0
26,30861.52,2,13523.59,0.8764,0,29,2,1
51,41672.09,1,19738.64,0.4737,3,4,8,0
39,51325.27,0,15794.51,0.0,0,0,20,1
64,38471.67,1,11876.73,0.3087,2,0,29,0
59,56258.8,0,19129.15,0.0,0,24,29,1
47,47939.63,0,9779.77,0.0,0,29,31,1
30,49754.69,0,10110.58,0.0,0,19,22,1
46,58329.94,1,10776.05,0.1847,1,16,2,0
39,37098.67,1,25824.55,0.6961,0,10,0,0
59,54890.71,1,500.0,0.0091,0,25,2,1
23,39202.85,1,18164.79,0.4633,1,11,6,0
33,50092.72,2,15274.17,0.6098,1,2,2,0
48,35313.43,1,1553.04,0.044,0,5,2,1
40,31339.44,3,17477.81,1.673,1,29,3,0
48,46377.97,3,18806.02,1.2165,0,10,30,0
28,16722.0,1,19717.11,1.179,0,28,1,0
61,40555.99,1,500.0,0.0123,2,12,13,0
59,20904.34,1,25931.12,1.2404,0,10,30,0
21,56688.51,0,9098.11,0.0,2,7,1,0
23,60751.66,2,20492.54,0.6746,2,28,30,0
33,32040.73,1,20928.59,0.6532,1,9,21,0
48,51424.69,0,7986.42,0.0,0,1,9,0
45,58487.04,1,20283.68,0.3468,2,23,29,0
53,58537.04,0,11916.05,0.0,5,13,32,0
58,48216.76,1,500.0,0.0104,2,28,18,0
26,56014.57,1,24341.94,0.4346,0,15,24,1
64,35260.03,2,8799.64,0.4991,1,16,0,0
52,46246.84,1,8164.05,0.1765,1,10,31,1
41,37993.45,2,11775.47,0.6199,0,1,24,0
36,33993.18,0,17177.89,0.0,1,23,16,1
41,45540.95,2,14541.84,0.6386,1,22,13,0
31,50212.96,0,19384.54,0.0,0,4,12,1
57,62452.63,2,4284.09,0.1372,0,28,1,1
56,48977.33,1,9060.91,0.185,0,15,31,1
55,54628.96,1,14072.02,0.2576,0,15,31,1
39,54799.25,1,30183.1,0.5508,1,25,5,1
40,85313.02,3,14089.5,0.4954,0,1,24,1
38,17849.51,0,23681.78,0.0,1,15,2,1
61,34680.99,2,15308.44,0.8828,0,24,17,1
34,67110.84,2,11130.73,0.3317,0,4,2,1
35,39719.8,1,13026.2,0.3279,3,7,4,0
51,58287.05,1,13652.64,0.2342,0,28,23,1
21,48450.14,2,19829.17,0.8185,1,19,33,0
23,76578.04,2,25996.89,0.679,1,13,23,0
36,28304.18,1,17877.45,0.6316,0,24,27,1
43,63327.01,0,24496.62,0.0,3,9,33,0
31,71243.72,1,7281.68,0.1022,2,22,15,1
32,29783.72,0,11682.96,0.0,2,1,6,0
30,56743.05,2,9205.58,0.3245,0,2,17,0
52,30517.53,3,17515.56,1.7218,1,29,5,0
36,45452.42,2,12128.33,0.5337,1,17,27,0
28,41151.18,1,20838.18,0.5064,0,20,33,1
58,10000.0,0,7551.99,0.0,1,1,28,1
32,51363.51,1,15344.25,0.2987,0,20,3,1
44,47150.09,1,20494.86,0.4347,0,28,13,1
48,67186.18,2,500.0,0.0149,1,8,4,1
28,54167.15,3,31973.05,1.7708,1,1,24,0
48,79363.26,1,12734.78,0.1605,1,24,7,1
56,46605.64,1,500.0,0.0107,0,6,14,1
46,43417.05,1,16264.75,0.3746,0,6,18,0
28,42234.65,0,15267.55,0.0,0,13,10,1
48,38406.17,1,14344.84,0.3735,1,4,19,0
48,11883.74,1,22929.53,1.9293,0,7,17,0
57,41697.08,1,20979.56,0.5031,1,22,13,1
61,13982.18,2,17383.01,2.4863,0,21,24,0
56,51780.5,1,18601.25,0.3592,2,17,15,0
47,26399.1,1,14165.13,0.5366,0,5,17,0
37,31585.01,2,29203.93,1.8492,1,13,0,0
29,34958.85,0,3166.43,0.0,1,17,0,1
53,41925.97,1,16117.21,0.3844,1,16,0,0
40,45103.02,2,15520.2,0.6882,1,8,20,0
33,61267.19,1,21506.24,0.351,1,12,24,0
48,36337.05,2,8249.17,0.454,0,15,26,1
49,52202.19,0,1050.62,0.0,1,20,9,1
33,85963.01,1,16254.58,0.1891,1,9,11,1
55,50660.26,0,17249.84,0.0,1,9,27,1
26,42292.65,1,26916.8,0.6364,2,3,31,0
38,33312.73,1,4837.1,0.1452,2,11,32,1
25,42085.03,0,24237.55,0.0,1,26,7,1
45,31706.69,0,33939.31,0.0,1,7,25,1
22,49029.92,0,11977.88,0.0,0,14,1,1
30,46553.16,1,4672.46,0.1004,0,20,34,1
50,12566.71,0,11744.21,0.0,3,29,33,0
25,44721.63,1,15112.04,0.3379,0,22,5,1
53,61142.19,3,19510.3,0.9573,1,18,30,1
21,39013.32,0,10268.84,0.0,0,14,22,1
38,35206.55,1,27441.59,0.7794,0,7,11,0
52,24334.49,3,6083.74,0.75,1,7,27,0
31,17130.12,1,1086.36,0.0634,1,18,14,1
41,57470.24,1,23853.68,0.4151,2,8,18,0
46,42277.83,1,500.0,0.0118,2,29,11,1
45,56580.32,1,13366.96,0.2362,1,23,1,1
42,67969.86,2,39941.45,1.1753,1,16,10,0
47,58818.72,1,14903.65,0.2534,1,7,24,0
33,36864.42,2,6033.86,0.3273,0,11,20,1
53,47173.01,1,14540.82,0.3082,2,26,8,0
54,35778.41,3,14593.59,1.2236,0,14,11,0
61,34375.67,2,16285.2,0.9475,0,3,9,0
55,50142.23,1,20298.1,0.4048,2,5,4,0
21,32515.59,2,6687.11,0.4113,1,29,32,1
41,11862.73,2,28500.38,4.8046,0,28,4,0
26,31677.78,0,16960.91,0.0,0,15,15,1
48,40396.78,1,20814.35,0.5152,2,25,28,0
37,67820.98,0,9974.8,0.0,1,24,17,1
25,37635.94,1,25291.06,0.672,1,4,28,0
51,52678.86,0,12943.58,0.0,0,22,5,1
25,42475.38,1,17220.42,0.4054,2,12,17,0
58,63396.08,3,7535.15,0.3566,1,14,31,1
23,62356.45,3,7024.55,0.3379,0,16,30,1
43,62642.63,3,20505.64,0.982,1,24,10,0
57,18990.25,1,11451.15,0.603,1,29,25,0
57,48100.86,0,8169.42,0.0,1,21,27,1
30,56384.08,1,9854.53,0.1748,1,26,26,1
30,50723.08,1,20591.62,0.406,1,19,18,0
39,54548.94,1,9967.7,0.1827,0,21,26,1
37,45875.27,2,14058.76,0.6129,0,4,19,0
41,33828.24,0,15120.22,0.0,0,18,2,1
34,19543.54,0,500.0,0.0,1,6,15,0
29,35316.46,2,3230.99,0.183,1,2,28,0
21,85171.65,0,17690.22,0.0,0,12,14,1
33,37715.23,3,9103.77,0.7241,0,13,29,0
24,15609.15,0,23453.8,0.0,0,15,0,1
21,55989.74,0,22734.46,0.0,2,12,28,1
60,57831.9,0,20753.35,0.0,0,1,29,1
52,64309.87,0,29558.17,0.0,2,13,31,1
54,52064.68,0,14335.29,0.0,0,19,9,1
48,57684.02,0,20191.06,0.0,0,6,26,1
51,72603.26,2,10324.79,0.2844,2,4,7,0
28,33817.9,2,34618.96,2.0473,2,13,34,0
59,30842.24,1,30869.07,1.0008,0,8,24,0
46,28581.2,1,15095.04,0.5281,0,9,19,0
54,41013.46,1,18092.69,0.4411,0,6,16,0
23,66501.34,0,25874.38,0.0,1,27,22,1
32,52921.03,1,13822.88,0.2612,2,13,24,0
21,52330.38,5,9747.01,0.9313,1,24,30,0
64,17710.38,3,21991.92,3.725,2,13,5,0
25,34602.2,3,15627.51,1.3549,1,24,34,0
50,17465.14,0,16463.96,0.0,1,27,3,1
50,62568.69,1,8325.83,0.1331,1,1,19,1
37,68784.7,2,1258.62,0.0366,2,16,0,1
43,56693.5,1,16889.14,0.2979,1,26,25,1
35,30198.21,2,22239.7,1.4729,0,19,33,0
57,67230.34,1,13193.55,0.1962,0,3,9,1
41,41201.18,2,26491.44,1.2859,0,12,22,0
34,26783.11,1,9368.67,0.3498,0,17,23,0
22,30533.94,2,6562.36,0.4298,2,2,12,0
31,38547.65,1,14462.16,0.3752,3,18,28,0
59,45743.68,1,14339.26,0.3135,0,4,26,1
58,42579.84,3,21159.75,1.4908,1,0,30,0
54,23809.97,1,8800.3,0.3696,0,8,9,0
58,63199.75,2,25944.75,0.821,0,23,30,1
54,42740.91,3,30735.34,2.1573,0,7,9,0
38,34293.69,1,14686.85,0.4283,0,2,23,0
50,61654.54,0,24997.68,0.0,0,1,32,1
35,27248.91,3,6548.02,0.7209,1,0,13,0
47,20566.65,2,23601.77,2.295,1,11,34,0
54,64087.31,1,23378.21,0.3648,0,21,33,1
58,73370.82,2,21907.5,0.5972,0,12,16,1
53,38068.56,0,14875.5,0.0,0,9,20,1
44,44310.45,0,500.0,0.0,0,16,31,1
35,27800.03,0,9866.18,0.0,0,29,2,1
50,45082.39,2,9992.67,0.4433,0,10,14,0
62,37864.42,0,7173.96,0.0,1,4,7,0
37,43468.07,2,15977.94,0.7351,0,24,31,1
25,51138.88,1,11648.29,0.2278,0,26,25,1
49,28527.82,0,8403.1,0.0,2,8,29,0
24,39572.83,0,6529.6,0.0,1,12,8,1
30,17943.28,2,9275.9,1.0339,0,27,31,0
37,39675.19,2,23971.99,1.2084,1,19,10,0
30,43598.49,1,9711.8,0.2228,2,22,21,0
37,48434.74,0,10880.49,0.0,0,29,33,1
40,48593.65,4,11346.42,0.934,1,10,17,0
44,58558.84,0,17711.95,0.0,0,22,18,1
25,21905.0,2,18650.0,1.7027,0,3,17,0
54,22705.84,3,500.0,0.0661,2,20,17,1
26,52934.37,2,23173.08,0.8755,0,10,11,0
22,14415.58,1,26490.94,1.8375,2,8,3,0
33,47749.5,1,6598.51,0.1382,1,6,26,0
63,27295.61,1,7221.61,0.2646,1,15,4,0
63,68592.22,1,11397.97,0.1662,2,22,5,0
31,48756.79,0,8951.97,0.0,1,25,12,1
43,41712.66,2,16791.41,0.8051,0,22,22,0
36,63415.81,0,500.0,0.0,0,24,24,1
51,29048.97,3,6056.58,0.6255,1,4,3,0
31,31898.86,1,27313.58,0.8562,1,5,31,0
36,26078.18,0,7574.24,0.0,1,18,14,1
28,32024.41,3,24947.43,2.337,0,0,25,0
24,45916.73,1,17842.71,0.3886,2,26,10,0
60,52409.28,1,525.86,0.01,0,15,8,1
24,59421.33,0,20082.63,0.0,1,27,10,1
45,17629.14,1,14058.66,0.7974,3,17,1,0
23,42422.06,0,11356.26,0.0,1,23,26,1
52,28377.53,1,16959.66,0.5976,0,12,25,0
23,41920.69,1,18797.07,0.4484,0,0,7,0
47,80012.45,2,20660.73,0.5164,0,9,20,1
49,49377.93,3,24426.02,1.484,0,6,20,0
52,58491.97,1,18265.09,0.3123,0,4,7,0
39,74410.37,1,3994.93,0.0537,1,12,0,1
41,61910.37,0,11210.84,0.0,1,21,12,1
25,38281.28,0,38544.39,0.0,0,15,8,1
38,25862.52,2,20795.93,1.6081,1,23,27,0
48,44547.84,0,33954.3,0.0,2,19,5,1
62,36484.41,1,26163.47,0.7171,0,21,22,0
42,22132.18,0,16934.42,0.0,2,13,16,0
41,48613.87,0,17411.26,0.0,1,10,8,1
26,48988.29,2,14707.36,0.6004,1,18,11,0
21,71536.75,2,1097.56,0.0307,0,22,21,1
25,39573.55,2,15144.38,0.7654,2,1,11,0
61,49201.82,0,24685.4,0.0,0,27,5,1
32,35017.72,2,10202.88,0.5827,0,7,8,0
46,58097.54,2,18295.62,0.6298,0,12,2,1
54,43130.73,5,21812.73,2.5286,0,6,33,0
34,27411.13,1,7722.56,0.2817,3,11,7,0
46,44797.92,2,11389.58,0.5085,1,27,9,1
47,50857.84,1,6856.71,0.1348,1,7,8,1
29,48829.1,1,8422.68,0.1725,1,15,13,1
46,60688.45,3,4699.16,0.2323,2,17,26,0
42,23279.15,2,7796.41,0.6698,1,18,31,0
50,32358.86,0,26355.65,0.0,1,27,3,1
63,54596.81,0,7676.18,0.0,0,3,1,1
37,34120.97,3,16011.67,1.4077,0,27,32,0
46,48607.07,1,10977.05,0.2258,1,24,20,1
56,10000.0,1,24430.93,2.4428,1,27,0,0
21,85739.2,0,25489.3,0.0,2,11,10,1
28,40954.22,1,21912.56,0.535,0,15,0,1
55,62909.34,1,17449.08,0.2774,1,20,10,1
35,39946.53,1,13151.52,0.3292,1,21,6,0
42,51220.48,0,5465.0,0.0,2,16,1,0
34,67378.79,1,30548.23,0.4534,0,3,14,1
46,62487.09,2,8922.62,0.2856,0,29,7,1
48,41933.18,0,20309.17,0.0,2,19,25,0
43,42971.19,3,23476.52,1.639,0,25,34,0
34,60053.5,1,10557.76,0.1758,0,23,20,1
44,79998.67,2,23304.1,0.5826,0,23,7,1
22,47884.24,0,21113.71,0.0,0,25,31,1
46,74355.95,0,28823.71,0.0,2,21,7,1
34,41378.78,0,11245.23,0.0,1,23,9,1
27,59279.41,2,4713.09,0.159,1,8,22,0
23,61517.34,2,10956.08,0.3562,0,4,3,1
43,38850.59,1,16670.83,0.4291,2,16,29,0
63,33793.83,2,15465.7,0.9153,2,16,22,0
38,62180.84,0,11852.5,0.0,2,1,4,0
58,37026.65,0,500.0,0.0,1,1,20,1
55,31584.75,0,18763.86,0.0,1,20,5,1
35,34740.61,2,30778.76,1.7719,0,22,16,0
45,36965.8,2,18714.01,1.0125,1,6,24,0
57,57849.26,1,19873.08,0.3435,0,3,23,0
48,52725.64,1,19579.56,0.3713,0,12,21,0
30,55734.87,0,18176.37,0.0,0,19,12,1
59,51320.7,1,22453.33,0.4375,1,29,16,0
37,36092.4,3,18162.99,1.5097,1,29,13,0
59,55456.54,3,12498.58,0.6761,1,10,33,1
42,62736.81,2,8632.09,0.2752,2,25,25,1
46,53767.55,0,13008.21,0.0,1,2,18,0
64,51744.84,0,17513.04,0.0,4,26,25,0
45,33494.18,0,12471.34,0.0,0,1,2,0
37,48177.26,1,17514.71,0.3635,0,15,1,1
33,32696.38,0,18513.2,0.0,1,2,27,0
40,44639.58,1,21665.44,0.4853,0,23,1,1
45,20396.0,1,25262.36,1.2385,1,14,21,0
24,20511.62,3,15624.06,2.285,0,16,6,0
30,42134.28,1,4537.79,0.1077,1,15,3,1
23,36773.4,0,12239.17,0.0,1,19,19,1
61,46601.81,0,15352.5,0.0,1,6,5,0
38,42978.47,1,500.0,0.0116,0,15,8,1
56,45452.86,1,26109.32,0.5744,2,4,30,0
42,54129.11,2,16139.02,0.5963,0,1,25,0
54,38050.97,1,18050.82,0.4744,1,0,25,0
28,41708.34,2,25924.21,1.2431,2,21,27,0
60,66825.32,0,9958.86,0.0,1,28,4,1
64,45046.26,2,19592.34,0.8699,0,12,9,0
39,42311.84,0,14121.09,0.0,1,15,17,1
62,46237.69,2,13527.31,0.5851,1,4,14,1
61,42579.53,1,8822.46,0.2072,1,2,32,0
57,34356.42,1,28324.83,0.8244,0,26,4,0
26,30029.55,2,11996.0,0.7989,1,26,21,0
46,33548.53,3,20595.71,1.8417,0,14,21,0
54,58093.79,2,500.0,0.0172,0,15,21,1
26,35551.42,0,24439.91,0.0,0,10,14,1
57,42676.13,1,23417.69,0.5487,2,24,16,0
53,55511.04,2,15779.47,0.5685,1,18,27,1
42,40824.13,2,13184.46,0.6459,1,17,21,0
41,54500.42,0,18200.0,0.0,1,20,20,1
26,21888.1,1,33310.33,1.5218,1,8,16,0
26,43012.25,1,894.11,0.0208,0,7,4,1
24,46183.44,1,21256.22,0.4602,1,21,17,0
50,45347.08,0,7707.06,0.0,1,18,16,1
31,20206.22,2,14840.65,1.4688,2,21,3,0
50,63046.69,1,13016.96,0.2065,2,4,6,0
51,32179.91,0,11573.45,0.0,1,16,24,1
44,50025.56,2,14916.28,0.5963,1,4,8,0
29,45119.46,1,5926.63,0.1314,1,13,18,1
23,60055.64,1,23233.44,0.3869,0,6,8,1
51,77812.33,1,646.85,0.0083,0,8,22,1
60,25644.53,3,19318.12,2.2598,1,27,30,0
57,35266.29,1,12387.71,0.3513,0,16,31,1
56,47836.39,1,5632.6,0.1177,0,2,30,1
44,28419.7,2,16619.07,1.1695,4,7,16,0
51,56732.74,1,2544.39,0.0448,1,21,21,1
26,57650.59,0,15317.71,0.0,0,12,34,1
22,53391.74,0,3616.98,0.0,0,15,29,1
40,48548.73,1,18690.18,0.385,1,20,25,1
48,65545.63,0,7605.14,0.0,0,28,5,1
31,27665.62,2,11392.05,0.8235,1,9,33,0
24,45979.02,1,17351.6,0.3774,0,17,31,1
35,33917.96,2,8819.66,0.52,1,2,24,0
26,58348.74,0,14536.29,0.0,1,11,12,0
50,17499.88,2,2889.36,0.3302,1,15,1,0
58,44578.74,1,20047.0,0.4497,2,17,4,0
22,50028.58,1,29119.31,0.582,2,16,10,0
35,30787.62,3,37337.67,3.6381,2,6,10,0
31,35607.15,4,15729.35,1.7669,0,29,23,0
28,45230.68,3,21305.63,1.4131,0,18,13,0
46,59326.45,2,754.99,0.0255,3,22,29,1
64,29506.96,1,27021.87,0.9157,0,27,34,0
25,32123.25,0,21209.83,0.0,0,22,20,1
26,61883.82,2,11128.53,0.3597,2,7,4,0
46,40905.37,0,24897.45,0.0,0,16,1,1
24,33336.91,1,12964.19,0.3889,2,20,33,0
39,55930.27,0,11335.8,0.0,1,25,10,1
40,37677.05,0,18802.68,0.0,0,24,10,1
53,60411.32,3,6493.16,0.3224,0,27,8,1
40,35044.19,0,23173.0,0.0,1,26,5,1
32,42606.08,1,6552.08,0.1538,0,6,33,1
21,59174.57,1,6599.56,0.1115,0,0,31,1
46,41606.09,2,7722.48,0.3712,3,7,11,0
34,56340.8,1,21076.0,0.3741,0,18,31,1
58,44016.79,1,10065.8,0.2287,0,28,16,1
57,74725.38,2,4216.03,0.1128,0,19,3,1
31,68531.68,2,10154.56,0.2963,1,19,32,1
56,25078.56,1,14743.66,0.5879,2,9,8,0
33,52833.66,4,5552.22,0.4203,0,29,33,1
63,32753.94,1,5786.55,0.1767,1,11,29,1
23,47872.6,1,31890.37,0.6661,0,23,19,1
53,46025.56,0,8115.48,0.0,0,0,22,1
26,29169.19,3,12415.66,1.2769,0,23,34,0
30,60877.27,0,12062.1,0.0,0,24,22,1
25,48049.54,0,11629.15,0.0,2,24,22,1
43,40729.75,1,19970.77,0.4903,0,20,22,1
30,38428.35,1,22585.14,0.5877,1,3,27,0
64,47096.65,1,12552.36,0.2665,0,3,18,1
22,51118.88,1,5108.17,0.0999,0,8,29,1
33,43125.36,1,25195.52,0.5842,0,14,20,1
60,10000.0,2,14237.27,2.8472,2,23,23,0
22,45253.36,2,28842.57,1.2747,0,25,20,0
40,23377.77,1,500.0,0.0214,0,14,25,1
21,41858.21,2,16563.23,0.7914,0,25,25,1
57,23931.54,3,30348.85,3.8043,2,27,32,0
29,23752.54,2,12173.89,1.025,3,6,3,0
37,63526.83,2,13196.05,0.4154,0,11,8,1
29,40198.62,3,17364.09,1.2958,1,2,7,0
31,39050.07,1,10529.63,0.2696,3,19,1,0
35,52237.86,1,12503.42,0.2394,1,8,28,0
44,39441.14,2,12297.48,0.6236,1,13,22,0
58,76557.09,0,9980.63,0.0,1,12,5,1
55,40904.7,0,24830.85,0.0,0,23,20,1
50,50476.88,1,18688.62,0.3702,2,27,21,0
51,59564.12,0,17005.03,0.0,1,11,8,1
25,69033.8,1,21468.57,0.311,2,0,33,0
64,33869.91,0,12885.15,0.0,0,18,25,1
34,38730.55,1,8806.37,0.2274,1,29,0,1
31,64118.88,1,10179.01,0.1587,0,15,4,1
29,57150.93,2,15014.26,0.5254,1,11,21,0
54,61127.64,0,6526.31,0.0,0,9,3,1
32,24469.43,0,10997.91,0.0,1,1,1,0
55,68220.0,2,10871.07,0.3187,0,17,15,1
55,33578.89,1,31996.45,0.9528,0,12,15,0
21,47884.39,2,500.0,0.0209,1,28,21,1
60,42776.66,1,13563.04,0.3171,1,23,0,1
42,31822.76,1,28805.55,0.9052,0,5,14,0
49,23811.96,1,15974.76,0.6708,0,11,23,0
28,18842.28,2,21027.34,2.2318,0,27,3,0
31,46785.28,1,15798.61,0.3377,1,27,17,1
61,22120.21,0,9661.33,0.0,0,28,16,1
57,27992.77,0,500.0,0.0,0,21,6,1
34,41729.46,1,16643.65,0.3988,1,3,9,0
50,10000.0,0,8795.15,0.0,2,0,0,0
55,56684.7,4,8597.32,0.6067,0,10,1,0
41,10000.0,0,11008.1,0.0,0,22,21,1
57,43839.41,3,28958.89,1.9817,1,7,31,0
25,45225.29,1,34238.7,0.7571,1,1,28,0
39,53070.93,0,16737.66,0.0,2,1,34,0
34,44374.79,0,11281.86,0.0,1,15,16,1
46,75268.62,4,5582.19,0.2967,2,0,11,0
24,48244.75,0,18748.32,0.0,2,3,23,0
45,60804.19,0,29263.24,0.0,1,5,29,1
62,34148.06,1,13021.28,0.3813,2,29,29,0
45,46811.35,1,500.0,0.0107,0,20,19,1
38,68213.55,0,20360.4,0.0,1,19,6,1
60,41434.57,0,22883.2,0.0,0,13,6,1
28,47883.52,2,2313.23,0.0966,1,19,29,1
59,59712.8,2,16411.87,0.5497,0,25,11,1
60,33866.56,0,18609.81,0.0,4,14,30,0
34,12576.6,2,14415.14,2.2922,0,6,17,0
52,48833.6,1,8673.83,0.1776,0,6,1,1
58,59830.04,3,23127.5,1.1596,4,17,32,0
53,24728.31,0,11772.96,0.0,0,28,10,1
43,55053.3,0,3118.51,0.0,0,22,33,1
35,55154.5,0,500.0,0.0,0,1,15,1
53,10897.56,0,25086.8,0.0,0,19,34,1
45,30955.67,2,19933.31,1.2878,1,14,32,0
37,39062.57,1,15703.79,0.402,1,0,20,0
53,42305.64,0,11477.8,0.0,0,20,19,1
22,33852.99,0,10768.01,0.0,1,16,7,1
34,33044.96,1,6394.11,0.1935,0,19,25,1
60,70072.24,1,11548.35,0.1648,1,28,32,1
60,43386.61,1,500.0,0.0115,3,24,25,0
59,34574.35,0,9111.49,0.0,0,12,29,1
26,44382.46,0,12512.5,0.0,0,11,30,1
26,53056.36,1,19879.04,0.3747,0,23,32,1
23,45774.4,2,14680.59,0.6414,0,21,10,0
27,41914.09,1,21359.38,0.5096,2,14,4,0
28,35249.75,0,25793.08,0.0,0,23,1,1
62,35068.04,1,23465.36,0.6691,0,4,12,0
35,36032.87,0,18764.08,0.0,2,6,17,0
49,50082.22,0,15094.9,0.0,1,7,25,1
53,30087.3,1,7153.7,0.2378,0,22,24,1
50,50899.04,2,20919.55,0.822,0,13,13,0
59,66194.92,0,28437.98,0.0,0,3,4,1
47,49885.61,0,17736.85,0.0,2,20,1,0
56,39456.22,4,30338.07,3.0755,1,28,3,0
49,25528.1,0,2795.43,0.0,0,13,11,1
58,68671.6,0,5766.69,0.0,1,9,10,1
53,27449.74,1,21841.61,0.7957,0,21,3,0
57,57728.43,0,17114.32,0.0,2,29,8,1
47,54577.77,1,25510.26,0.4674,1,29,9,1
53,41448.47,2,14876.23,0.7178,3,27,26,0
24,41055.32,1,8056.2,0.1962,0,15,5,0
42,17464.33,1,13291.25,0.761,0,10,14,0
22,49950.98,0,2738.53,0.0,0,21,30,1
30,54298.89,1,5971.27,0.11,2,28,21,1
25,28663.8,1,22779.55,0.7947,0,24,5,0
30,42662.68,2,21982.3,1.0305,0,25,32,0
53,45567.93,1,17904.03,0.3929,1,13,28,0
58,53768.59,0,1231.38,0.0,0,13,20,1
33,45057.05,2,12132.77,0.5385,1,1,29,0
51,20605.21,1,5200.0,0.2524,1,21,20,1
56,37050.93,1,24412.27,0.6589,0,12,21,0
44,48369.39,2,10330.22,0.4271,1,2,19,0
35,57622.93,2,6314.02,0.2191,1,29,21,1
49,35735.45,0,15238.37,0.0,0,17,10,1
28,77814.75,2,9878.76,0.2539,2,21,30,1
25,16582.9,4,26869.95,6.481,0,3,12,0
49,36544.5,3,9121.51,0.7488,0,20,17,0
24,43754.5,0,3806.17,0.0,0,20,21,1
32,41988.76,2,500.0,0.0238,1,18,16,1
22,26517.87,1,14753.71,0.5563,0,15,24,0
47,51717.93,1,10504.56,0.2031,1,27,31,1
51,50566.41,1,3568.76,0.0706,2,3,14,0
56,45719.42,3,24513.81,1.6085,2,18,12,0
56,49977.66,0,20337.96,0.0,0,22,25,1
46,38643.35,1,14774.26,0.3823,2,14,10,0
63,20739.56,4,25914.61,4.9979,0,0,12,0
